event_type,start_time,start_price,end_time,end_price,duration,length,speed,theta,num
-1,1.13623E+12,0.687600017,1.13887E+12,0.67869997,264216,0.012943639,4.90E-08,1.5,1
0,1.13887E+12,0.67869997,1.14199E+12,0.68900001,311532,0.015176132,4.87E-08,1.5,2
1,1.14199E+12,0.68900001,1.14423E+12,0.702400029,224046,0.019448502,8.68E-08,1.5,3
0,1.14423E+12,0.702400029,1.14482E+12,0.691999972,59016,0.014806458,2.51E-07,1.5,4
-1,1.14482E+12,0.691999972,1.14787E+12,0.675700009,305202,0.023554861,7.72E-08,1.5,5
0,1.14787E+12,0.675700009,1.14863E+12,0.685899973,76170,0.015095403,1.98E-07,1.5,6
1,1.14863E+12,0.685899973,1.1522E+12,0.69630003,357240,0.015162644,4.24E-08,1.5,7
0,1.1522E+12,0.69630003,1.1532E+12,0.685899973,99354,0.014936172,1.50E-07,1.5,8
-1,1.1532E+12,0.685899973,1.15504E+12,0.672299981,184746,0.019827952,1.07E-07,1.5,9
0,1.15504E+12,0.672299981,1.1561E+12,0.682600021,106134,0.015320602,1.44E-07,1.5,10
1,1.1561E+12,0.682600021,1.15611E+12,0.682900012,48,4.39E-04,9.16E-06,1.5,11
0,1.15611E+12,0.682900012,1.15702E+12,0.672699988,91302,0.014936335,1.64E-07,1.5,12
-1,1.15702E+12,0.672699988,1.15926E+12,0.66869998,224358,0.005946199,2.65E-08,1.5,13
0,1.15926E+12,0.66869998,1.15952E+12,0.678900003,25878,0.015253513,5.89E-07,1.5,14
1,1.15952E+12,0.678900003,1.15952E+12,0.67930001,24,5.89E-04,2.45E-05,1.5,15
0,1.15952E+12,0.67930001,1.16219E+12,0.669200003,267312,0.014868257,5.56E-08,1.5,16
-1,1.16219E+12,0.669200003,1.16227E+12,0.667299986,7176,0.002839237,3.96E-07,1.5,17
0,1.16227E+12,0.667299986,1.16357E+12,0.677399993,129930,0.015135632,1.16E-07,1.5,18
1,1.16357E+12,0.677399993,1.16365E+12,0.6796,8292,0.003247723,3.92E-07,1.5,19
0,1.16365E+12,0.6796,1.1684E+12,0.669399977,475128,0.015008864,3.16E-08,1.5,20
-1,1.1684E+12,0.669399977,1.1695E+12,0.653800011,110298,0.023304402,2.11E-07,1.5,21
0,1.1695E+12,0.653800011,1.17023E+12,0.663699985,72690,0.015142205,2.08E-07,1.5,22
1,1.17023E+12,0.663699985,1.17424E+12,0.686999977,401238,0.035106212,8.75E-08,1.5,23
0,1.17424E+12,0.686999977,1.17487E+12,0.676699996,62784,0.014992694,2.39E-07,1.5,24
-1,1.17487E+12,0.676699996,1.17556E+12,0.675100029,69336,0.002364368,3.41E-08,1.5,25
0,1.17556E+12,0.675100029,1.1792E+12,0.685400009,363912,0.01525697,4.19E-08,1.5,26
1,1.1792E+12,0.685400009,1.1793E+12,0.685899973,9540,7.29E-04,7.65E-08,1.5,27
0,1.1793E+12,0.685899973,1.18164E+12,0.675599992,233970,0.015016739,6.42E-08,1.5,28
-1,1.18164E+12,0.675599992,1.18539E+12,0.668099999,375306,0.011101233,2.96E-08,1.5,29
0,1.18539E+12,0.668099999,1.18637E+12,0.67809999,98406,0.014967805,1.52E-07,1.5,30
1,1.18637E+12,0.67809999,1.19079E+12,0.702899992,441090,0.036572781,8.29E-08,1.5,31
0,1.19079E+12,0.702899992,1.19148E+12,0.692399979,69876,0.014938133,2.14E-07,1.5,32
-1,1.19148E+12,0.692399979,1.19188E+12,0.689499974,39972,0.004188337,1.05E-07,1.5,33
0,1.19188E+12,0.689499974,1.19216E+12,0.699999988,27198,0.015228447,5.60E-07,1.5,34
1,1.19216E+12,0.699999988,1.19564E+12,0.721599996,348714,0.030857155,8.85E-08,1.5,35
0,1.19564E+12,0.721599996,1.19666E+12,0.710900009,101532,0.014828142,1.46E-07,1.5,36
-1,1.19666E+12,0.710900009,1.19668E+12,0.709100008,2172,0.002532003,1.17E-06,1.5,37
0,1.19668E+12,0.709100008,1.19683E+12,0.719799995,14706,0.015089532,1.03E-06,1.5,38
1,1.19683E+12,0.719799995,1.19686E+12,0.72420001,3282,0.00611283,1.86E-06,1.5,39
0,1.19686E+12,0.72420001,1.19787E+12,0.713400006,100776,0.014913013,1.48E-07,1.5,40
-1,1.19787E+12,0.713400006,1.1979E+12,0.711499989,2862,0.002663327,9.31E-07,1.5,41
0,1.1979E+12,0.711499989,1.19814E+12,0.722199976,24816,0.015038633,6.06E-07,1.5,42
1,1.19814E+12,0.722199976,1.20036E+12,0.761399984,221922,0.054278606,2.45E-07,1.5,43
0,1.20036E+12,0.761399984,1.20048E+12,0.749899983,11700,0.015103758,1.29E-06,1.5,44
-1,1.20048E+12,0.749899983,1.20146E+12,0.739400029,97956,0.014001806,1.43E-07,1.5,45
0,1.20146E+12,0.739400029,1.20185E+12,0.750400007,39150,0.014876896,3.80E-07,1.5,46
1,1.20185E+12,0.750400007,1.20187E+12,0.754700005,1554,0.005730275,3.69E-06,1.5,47
0,1.20187E+12,0.754700005,1.20244E+12,0.743300021,57432,0.015105319,2.63E-07,1.5,48
-1,1.20244E+12,0.743300021,1.20296E+12,0.740700006,51516,0.003497934,6.79E-08,1.5,49
0,1.20296E+12,0.740700006,1.2033E+12,0.751800001,34674,0.014985816,4.32E-07,1.5,50
1,1.2033E+12,0.751800001,1.20571E+12,0.791100025,240318,0.052274574,2.18E-07,1.5,51
0,1.20571E+12,0.791100025,1.20585E+12,0.779299974,14022,0.014916003,1.06E-06,1.5,52
-1,1.20585E+12,0.779299974,1.20586E+12,0.777199984,1740,0.002694714,1.55E-06,1.5,53
0,1.20586E+12,0.777199984,1.20592E+12,0.788900018,5910,0.015054084,2.55E-06,1.5,54
1,1.20592E+12,0.788900018,1.20593E+12,0.789499998,210,7.61E-04,3.62E-06,1.5,55
0,1.20593E+12,0.789499998,1.20601E+12,0.777700007,8220,0.014946157,1.82E-06,1.5,56
-1,1.20601E+12,0.777700007,1.20636E+12,0.774800003,35040,0.00372895,1.06E-07,1.5,57
0,1.20636E+12,0.774800003,1.20651E+12,0.78640002,15402,0.014971628,9.72E-07,1.5,58
1,1.20651E+12,0.78640002,1.20696E+12,0.798399985,44538,0.015259365,3.43E-07,1.5,59
0,1.20696E+12,0.798399985,1.2071E+12,0.786499977,13950,0.01490482,1.07E-06,1.5,60
-1,1.2071E+12,0.786499977,1.20721E+12,0.782500029,10866,0.005085758,4.68E-07,1.5,61
0,1.20721E+12,0.782500029,1.20762E+12,0.79400003,41460,0.014696486,3.54E-07,1.5,62
1,1.20762E+12,0.79400003,1.20836E+12,0.809899986,73764,0.020025133,2.71E-07,1.5,63
0,1.20836E+12,0.809899986,1.20844E+12,0.797800004,7980,0.014940093,1.87E-06,1.5,64
-1,1.20844E+12,0.797800004,1.20851E+12,0.787699997,7554,0.012659823,1.68E-06,1.5,65
0,1.20851E+12,0.787699997,1.20875E+12,0.799499989,23928,0.014980311,6.26E-07,1.5,66
1,1.20875E+12,0.799499989,1.20884E+12,0.805199981,8562,0.007129446,8.33E-07,1.5,67
0,1.20884E+12,0.805199981,1.20909E+12,0.793099999,25242,0.0150273,5.95E-07,1.5,68
-1,1.20909E+12,0.793099999,1.20971E+12,0.776799977,62352,0.020552292,3.30E-07,1.5,69
0,1.20971E+12,0.776799977,1.21005E+12,0.788600028,33222,0.015190591,4.57E-07,1.5,70
1,1.21005E+12,0.788600028,1.21136E+12,0.803499997,131808,0.018894203,1.43E-07,1.5,71
0,1.21136E+12,0.803499997,1.21197E+12,0.791499972,60210,0.014934691,2.48E-07,1.5,72
-1,1.21197E+12,0.791499972,1.21211E+12,0.783500016,14322,0.010107337,7.06E-07,1.5,73
0,1.21211E+12,0.783500016,1.21266E+12,0.795400023,54690,0.015188267,2.78E-07,1.5,74
1,1.21266E+12,0.795400023,1.21298E+12,0.803499997,32274,0.010183521,3.16E-07,1.5,75
0,1.21298E+12,0.803499997,1.21304E+12,0.791299999,6006,0.015183569,2.53E-06,1.5,76
-1,1.21304E+12,0.791299999,1.21387E+12,0.785099983,83460,0.007835228,9.39E-08,1.5,77
0,1.21387E+12,0.785099983,1.21501E+12,0.796999991,113232,0.015157315,1.34E-07,1.5,78
1,1.21501E+12,0.796999991,1.21597E+12,0.802200019,95958,0.006524502,6.80E-08,1.5,79
0,1.21597E+12,0.802200019,1.21678E+12,0.790199995,81852,0.014958893,1.83E-07,1.5,80
-1,1.21678E+12,0.790199995,1.21847E+12,0.779699981,168888,0.013287793,7.87E-08,1.5,81
0,1.21847E+12,0.779699981,1.2186E+12,0.791400015,12972,0.015005816,1.16E-06,1.5,82
1,1.2186E+12,0.791400015,1.21865E+12,0.799300015,4758,0.009982309,2.10E-06,1.5,83
0,1.21865E+12,0.799300015,1.21899E+12,0.787400007,33852,0.014888036,4.40E-07,1.5,84
-1,1.21899E+12,0.787400007,1.21899E+12,0.787299991,426,1.27E-04,2.98E-07,1.5,85
0,1.21899E+12,0.787299991,1.2196E+12,0.798900008,61152,0.014733923,2.41E-07,1.5,86
1,1.2196E+12,0.798900008,1.22047E+12,0.818599999,86244,0.024658894,2.86E-07,1.5,87
0,1.22047E+12,0.818599999,1.22061E+12,0.805800021,13896,0.015636426,1.13E-06,1.5,88
-1,1.22061E+12,0.805800021,1.22182E+12,0.785099983,121794,0.025688802,2.11E-07,1.5,89
0,1.22182E+12,0.785099983,1.22208E+12,0.796899974,26052,0.015029922,5.77E-07,1.5,90
1,1.22208E+12,0.796899974,1.22269E+12,0.801900029,60786,0.006274382,1.03E-07,1.5,91
0,1.22269E+12,0.801900029,1.22276E+12,0.789900005,6774,0.014964489,2.21E-06,1.5,92
-1,1.22276E+12,0.789900005,1.22327E+12,0.770399988,50700,0.024686691,4.87E-07,1.5,93
0,1.22327E+12,0.770399988,1.22344E+12,0.781700015,17298,0.014667741,8.48E-07,1.5,94
1,1.22344E+12,0.781700015,1.22361E+12,0.807099998,16638,0.032493261,1.95E-06,1.5,95
0,1.22361E+12,0.807099998,1.22363E+12,0.794499993,1860,0.015611454,8.39E-06,1.5,96
-1,1.22363E+12,0.794499993,1.22406E+12,0.773800015,43446,0.026054094,6.00E-07,1.5,97
0,1.22406E+12,0.773800015,1.22409E+12,0.785399973,3018,0.014990899,4.97E-06,1.5,98
1,1.22409E+12,0.785399973,1.22409E+12,0.785899997,6,6.37E-04,1.06E-04,1.5,99
0,1.22409E+12,0.785899997,1.22446E+12,0.773400009,37518,0.015905316,4.24E-07,1.5,100
-1,1.22446E+12,0.773400009,1.22448E+12,0.769500017,1206,0.005042658,4.18E-06,1.5,101
0,1.22448E+12,0.769500017,1.2246E+12,0.781000018,12300,0.01494477,1.22E-06,1.5,102
1,1.2246E+12,0.781000018,1.22482E+12,0.819800019,22314,0.049679898,2.23E-06,1.5,103
0,1.22482E+12,0.819800019,1.22483E+12,0.806999981,306,0.01561361,5.10E-05,1.5,104
-1,1.22483E+12,0.806999981,1.22486E+12,0.790700018,3438,0.02019822,5.87E-06,1.5,105
0,1.22486E+12,0.790700018,1.22508E+12,0.802100003,21660,0.014417585,6.66E-07,1.5,106
1,1.22508E+12,0.802100003,1.22509E+12,0.812600017,1158,0.013090654,1.13E-05,1.5,107
0,1.22509E+12,0.812600017,1.22512E+12,0.800400019,3150,0.015013534,4.77E-06,1.5,108
-1,1.22512E+12,0.800400019,1.22529E+12,0.783800006,16536,0.020739646,1.25E-06,1.5,109
0,1.22529E+12,0.783800006,1.22531E+12,0.795700014,2928,0.015182454,5.19E-06,1.5,110
1,1.22531E+12,0.795700014,1.22532E+12,0.800800025,516,0.006409466,1.24E-05,1.5,111
0,1.22532E+12,0.800800025,1.22535E+12,0.788200021,2730,0.015734271,5.76E-06,1.5,112
-1,1.22535E+12,0.788200021,1.22542E+12,0.781199992,7392,0.008881031,1.20E-06,1.5,113
0,1.22542E+12,0.781199992,1.22547E+12,0.793200016,4842,0.015361014,3.17E-06,1.5,114
1,1.22547E+12,0.793200016,1.22582E+12,0.816699982,35256,0.029626784,8.40E-07,1.5,115
0,1.22582E+12,0.816699982,1.22596E+12,0.802600026,13410,0.017264547,1.29E-06,1.5,116
-1,1.22596E+12,0.802600026,1.22596E+12,0.800400019,132,0.002741101,2.08E-05,1.5,117
0,1.22596E+12,0.800400019,1.22599E+12,0.81220001,2952,0.014742617,4.99E-06,1.5,118
1,1.22599E+12,0.81220001,1.22659E+12,0.866400003,60288,0.066732323,1.11E-06,1.5,119
0,1.22659E+12,0.866400003,1.22659E+12,0.850399971,366,0.018467258,5.05E-05,1.5,120
-1,1.22659E+12,0.850399971,1.22712E+12,0.833800018,52890,0.019520171,3.69E-07,1.5,121
0,1.22712E+12,0.833800018,1.22717E+12,0.846599996,5088,0.015351377,3.02E-06,1.5,122
1,1.22717E+12,0.846599996,1.2276E+12,0.856700003,42870,0.011930082,2.78E-07,1.5,123
0,1.2276E+12,0.856700003,1.22762E+12,0.842700005,1734,0.016341775,9.42E-06,1.5,124
-1,1.22762E+12,0.842700005,1.22788E+12,0.823800027,26322,0.022427883,8.52E-07,1.5,125
0,1.22788E+12,0.823800027,1.22811E+12,0.836700022,22332,0.015659134,7.01E-07,1.5,126
1,1.22811E+12,0.836700022,1.22841E+12,0.872600019,30000,0.042906652,1.43E-06,1.5,127
0,1.22841E+12,0.872600019,1.22871E+12,0.859600008,29946,0.014898019,4.97E-07,1.5,128
-1,1.22871E+12,0.859600008,1.22871E+12,0.858099997,186,0.00174501,9.38E-06,1.5,129
0,1.22871E+12,0.858099997,1.22873E+12,0.870599985,2280,0.014567053,6.39E-06,1.5,130
1,1.22873E+12,0.870599985,1.22959E+12,0.955799997,85614,0.097863558,1.14E-06,1.5,131
0,1.22959E+12,0.955799997,1.22959E+12,0.941100001,726,0.015379782,2.12E-05,1.5,132
-1,1.22959E+12,0.941100001,1.2296E+12,0.937300026,528,0.004037801,7.65E-06,1.5,133
0,1.2296E+12,0.937300026,1.2296E+12,0.951499999,426,0.015149869,3.56E-05,1.5,134
1,1.2296E+12,0.951499999,1.2296E+12,0.95539999,180,0.004098782,2.28E-05,1.5,135
0,1.2296E+12,0.95539999,1.22965E+12,0.940699995,4512,0.015386221,3.41E-06,1.5,136
-1,1.22965E+12,0.940699995,1.22968E+12,0.928300023,3042,0.013181643,4.33E-06,1.5,137
0,1.22968E+12,0.928300023,1.22991E+12,0.942399979,23298,0.015189007,6.52E-07,1.5,138
1,1.22991E+12,0.942399979,1.23054E+12,0.980099976,62796,0.040004243,6.37E-07,1.5,139
0,1.23054E+12,0.980099976,1.23056E+12,0.96450001,2316,0.015916709,6.87E-06,1.5,140
-1,1.23056E+12,0.96450001,1.23056E+12,0.962599993,36,0.00196995,5.47E-05,1.5,141
0,1.23056E+12,0.962599993,1.23061E+12,0.976899981,4578,0.014855588,3.24E-06,1.5,142
1,1.23061E+12,0.976899981,1.23063E+12,0.980300009,2400,0.003480426,1.45E-06,1.5,143
0,1.23063E+12,0.980300009,1.2307E+12,0.965600014,7014,0.014995405,2.14E-06,1.5,144
-1,1.2307E+12,0.965600014,1.23071E+12,0.947899997,726,0.018330588,2.52E-05,1.5,145
0,1.23071E+12,0.947899997,1.23072E+12,0.962100029,894,0.014980517,1.68E-05,1.5,146
1,1.23072E+12,0.962100029,1.23072E+12,0.967199981,6,0.005300854,8.83E-04,1.5,147
0,1.23072E+12,0.967199981,1.23072E+12,0.952600002,360,0.015095098,4.19E-05,1.5,148
-1,1.23072E+12,0.952600002,1.23086E+12,0.943799973,13254,0.009237907,6.97E-07,1.5,149
0,1.23086E+12,0.943799973,1.23087E+12,0.957899988,1344,0.014939622,1.11E-05,1.5,150
1,1.23087E+12,0.957899988,1.23088E+12,0.964900017,732,0.007307683,9.98E-06,1.5,151
0,1.23088E+12,0.964900017,1.23113E+12,0.949800014,24750,0.015649292,6.32E-07,1.5,152
-1,1.23113E+12,0.949800014,1.23125E+12,0.902499974,12132,0.0498,4.10E-06,1.5,153
0,1.23125E+12,0.902499974,1.2313E+12,0.916000009,5334,0.014958488,2.80E-06,1.5,154
1,1.2313E+12,0.916000009,1.2313E+12,0.917200029,426,0.001310066,3.08E-06,1.5,155
0,1.2313E+12,0.917200029,1.23132E+12,0.903800011,1062,0.014609701,1.38E-05,1.5,156
-1,1.23132E+12,0.903800011,1.2314E+12,0.889599979,8466,0.015711476,1.86E-06,1.5,157
0,1.2314E+12,0.889599979,1.23141E+12,0.902899981,1158,0.014950542,1.29E-05,1.5,158
1,1.23141E+12,0.902899981,1.23141E+12,0.906400025,330,0.003876447,1.17E-05,1.5,159
0,1.23141E+12,0.906400025,1.23149E+12,0.89289999,7170,0.014894124,2.08E-06,1.5,160
-1,1.23149E+12,0.89289999,1.2315E+12,0.883899987,1464,0.01007952,6.88E-06,1.5,161
0,1.2315E+12,0.883899987,1.23174E+12,0.897199988,24162,0.015046953,6.23E-07,1.5,162
1,1.23174E+12,0.897199988,1.23191E+12,0.912899971,16680,0.017498866,1.05E-06,1.5,163
0,1.23191E+12,0.912899971,1.23193E+12,0.899399996,1764,0.014788011,8.38E-06,1.5,164
-1,1.23193E+12,0.899399996,1.23208E+12,0.884599984,15228,0.016455428,1.08E-06,1.5,165
0,1.23208E+12,0.884599984,1.23211E+12,0.897400022,2766,0.01446986,5.23E-06,1.5,166
1,1.23211E+12,0.897400022,1.23254E+12,0.942600012,43272,0.050367717,1.16E-06,1.5,167
0,1.23254E+12,0.942600012,1.23255E+12,0.928600013,1074,0.014852534,1.38E-05,1.5,168
-1,1.23255E+12,0.928600013,1.23255E+12,0.928499997,6,1.08E-04,1.80E-05,1.5,169
0,1.23255E+12,0.928499997,1.2326E+12,0.942600012,5388,0.0151858,2.82E-06,1.5,170
1,1.2326E+12,0.942600012,1.23293E+12,0.952000022,32760,0.009972427,3.04E-07,1.5,171
0,1.23293E+12,0.952000022,1.23295E+12,0.937099993,1566,0.01565129,9.99E-06,1.5,172
-1,1.23295E+12,0.937099993,1.23333E+12,0.880400002,38502,0.060505807,1.57E-06,1.5,173
0,1.23333E+12,0.880400002,1.23354E+12,0.893999994,21210,0.015447515,7.28E-07,1.5,174
1,1.23354E+12,0.893999994,1.23365E+12,0.908500016,10674,0.016219264,1.52E-06,1.5,175
0,1.23365E+12,0.908500016,1.23373E+12,0.894999981,7698,0.014859697,1.93E-06,1.5,176
-1,1.23373E+12,0.894999981,1.23422E+12,0.864199996,48972,0.034413392,7.03E-07,1.5,177
0,1.23422E+12,0.864199996,1.23425E+12,0.877099991,3174,0.014927094,4.70E-06,1.5,178
1,1.23425E+12,0.877099991,1.23442E+12,0.907400012,16536,0.034545686,2.09E-06,1.5,179
0,1.23442E+12,0.907400012,1.23449E+12,0.893899977,7938,0.014877711,1.87E-06,1.5,180
-1,1.23449E+12,0.893899977,1.2345E+12,0.883599997,672,0.01152252,1.71E-05,1.5,181
0,1.2345E+12,0.883599997,1.23453E+12,0.896899998,3120,0.015052062,4.82E-06,1.5,182
1,1.23453E+12,0.896899998,1.23475E+12,0.901300013,21768,0.004905803,2.25E-07,1.5,183
0,1.23475E+12,0.901300013,1.23485E+12,0.887700021,9480,0.015089306,1.59E-06,1.5,184
-1,1.23485E+12,0.887700021,1.23501E+12,0.877399981,16776,0.011603064,6.92E-07,1.5,185
0,1.23501E+12,0.877399981,1.23514E+12,0.890699983,12348,0.015158425,1.23E-06,1.5,186
1,1.23514E+12,0.890699983,1.23514E+12,0.891900003,54,0.001347278,2.49E-05,1.5,187
0,1.23514E+12,0.891900003,1.23537E+12,0.878199995,23004,0.015360476,6.68E-07,1.5,188
-1,1.23537E+12,0.878199995,1.23543E+12,0.872799993,6420,0.006148943,9.58E-07,1.5,189
0,1.23543E+12,0.872799993,1.23548E+12,0.885900021,4620,0.015009198,3.25E-06,1.5,190
1,1.23548E+12,0.885900021,1.23557E+12,0.898199975,9360,0.013884134,1.48E-06,1.5,191
0,1.23557E+12,0.898199975,1.23593E+12,0.884000003,35592,0.015809366,4.44E-07,1.5,192
-1,1.23593E+12,0.884000003,1.23596E+12,0.881299973,3378,0.003054333,9.04E-07,1.5,193
0,1.23596E+12,0.881299973,1.23598E+12,0.894900024,1878,0.015431807,8.22E-06,1.5,194
1,1.23598E+12,0.894900024,1.23599E+12,0.90109998,1428,0.006928099,4.85E-06,1.5,195
0,1.23599E+12,0.90109998,1.23614E+12,0.887399971,15036,0.01520365,1.01E-06,1.5,196
-1,1.23614E+12,0.887399971,1.23624E+12,0.885399997,9990,0.002253746,2.26E-07,1.5,197
0,1.23624E+12,0.885399997,1.23634E+12,0.898800015,9726,0.015134423,1.56E-06,1.5,198
1,1.23634E+12,0.898800015,1.2366E+12,0.91900003,25824,0.022474426,8.70E-07,1.5,199
0,1.2366E+12,0.91900003,1.23663E+12,0.905099988,2886,0.015125181,5.24E-06,1.5,200
-1,1.23663E+12,0.905099988,1.23663E+12,0.902100027,6,0.003314508,5.52E-04,1.5,201
0,1.23663E+12,0.902100027,1.23664E+12,0.915700018,1002,0.015075924,1.50E-05,1.5,202
1,1.23664E+12,0.915700018,1.23685E+12,0.931999981,21072,0.017800549,8.45E-07,1.5,203
0,1.23685E+12,0.931999981,1.23693E+12,0.917900026,7656,0.015128708,1.98E-06,1.5,204
-1,1.23693E+12,0.917900026,1.23718E+12,0.914499998,25632,0.003704137,1.45E-07,1.5,205
0,1.23718E+12,0.914499998,1.23733E+12,0.928300023,14844,0.015090241,1.02E-06,1.5,206
1,1.23733E+12,0.928300023,1.23739E+12,0.948300004,5550,0.021544738,3.88E-06,1.5,207
0,1.23739E+12,0.948300004,1.23779E+12,0.933899999,40680,0.015185074,3.73E-07,1.5,208
-1,1.23779E+12,0.933899999,1.2379E+12,0.916100025,11022,0.019059828,1.73E-06,1.5,209
0,1.2379E+12,0.916100025,1.23798E+12,0.930199981,8166,0.015391284,1.88E-06,1.5,210
1,1.23798E+12,0.930199981,1.23813E+12,0.941500008,14682,0.012147955,8.27E-07,1.5,211
0,1.23813E+12,0.941500008,1.23815E+12,0.92750001,1668,0.014869887,8.91E-06,1.5,212
-1,1.23815E+12,0.92750001,1.23979E+12,0.878700018,164460,0.052614546,3.20E-07,1.5,213
0,1.23979E+12,0.878700018,1.24038E+12,0.891700029,59226,0.014794596,2.50E-07,1.5,214
1,1.24038E+12,0.891700029,1.24056E+12,0.908200026,17118,0.018503976,1.08E-06,1.5,215
0,1.24056E+12,0.908200026,1.24083E+12,0.894400001,27168,0.015194918,5.59E-07,1.5,216
-1,1.24083E+12,0.894400001,1.24084E+12,0.888300002,762,0.006820213,8.95E-06,1.5,217
0,1.24084E+12,0.888300002,1.24101E+12,0.90170002,17376,0.015085014,8.68E-07,1.5,218
1,1.24101E+12,0.90170002,1.24101E+12,0.90200001,102,3.33E-04,3.26E-06,1.5,219
0,1.24101E+12,0.90200001,1.24149E+12,0.888199985,47760,0.015299362,3.20E-07,1.5,220
-1,1.24149E+12,0.888199985,1.24166E+12,0.87650001,17166,0.01317268,7.67E-07,1.5,221
0,1.24166E+12,0.87650001,1.24168E+12,0.889500022,2376,0.01483173,6.24E-06,1.5,222
1,1.24168E+12,0.889500022,1.24203E+12,0.903699994,35124,0.015963993,4.55E-07,1.5,223
0,1.24203E+12,0.903699994,1.24237E+12,0.890299976,33630,0.01482795,4.41E-07,1.5,224
-1,1.24237E+12,0.890299976,1.24287E+12,0.872399986,50052,0.020105572,4.02E-07,1.5,225
0,1.24287E+12,0.872399986,1.24288E+12,0.885299981,654,0.014786789,2.26E-05,1.5,226
1,1.24288E+12,0.885299981,1.24288E+12,0.886200011,42,0.001016639,2.42E-05,1.5,227
0,1.24288E+12,0.886200011,1.24339E+12,0.872900009,51024,0.015007901,2.94E-07,1.5,228
-1,1.24339E+12,0.872900009,1.24343E+12,0.865100026,3924,0.008935712,2.28E-06,1.5,229
0,1.24343E+12,0.865100026,1.24359E+12,0.878000021,16242,0.014911565,9.18E-07,1.5,230
1,1.24359E+12,0.878000021,1.24359E+12,0.879899979,78,0.002163961,2.77E-05,1.5,231
0,1.24359E+12,0.879899979,1.24383E+12,0.86650002,23526,0.015228957,6.47E-07,1.5,232
-1,1.24383E+12,0.86650002,1.244E+12,0.857200027,17364,0.010732826,6.18E-07,1.5,233
0,1.244E+12,0.857200027,1.24407E+12,0.870199978,6966,0.015165599,2.18E-06,1.5,234
